,Iteration,Delagation Start,Delegation End,Delegation Time Taken,Verification Start,Verification End,Verification Time Taken,Total Time Taken
62,62,118318.39999997616,118465.69999998808,147.30000001192093,118467.59999996424,118770.59999996424,303.0,450.300000011921
63,63,118770.69999998808,118920.5,149.80000001192093,118922.59999996424,119224.09999996424,301.5,451.300000011921
64,64,119224.19999998808,119380.79999995232,156.5999999642372,119382.29999995232,119683.5,301.2000000476837,457.800000011921
66,66,120401.5,120548.39999997616,146.89999997615814,120549.79999995232,120862.39999997616,312.60000002384186,459.5
67,67,120862.5,121015.0,152.5,121016.79999995232,121319.5,302.7000000476837,455.2000000476837
68,68,121319.59999996424,121469.79999995232,150.19999998807907,121471.69999998808,121776.89999997616,305.19999998807907,455.39999997615814
69,69,121777.0,121936.29999995232,159.29999995231628,121938.5,122241.29999995232,302.7999999523163,462.09999990463257
70,70,122241.39999997616,122393.0,151.60000002384186,122394.59999996424,122707.19999998808,312.60000002384186,464.2000000476837
71,71,122707.29999995232,122873.5,166.20000004768372,122875.59999996424,123175.79999995232,300.19999998807907,466.4000000357628
72,72,123175.89999997616,123327.79999995232,151.89999997615814,123329.19999998808,123634.0,304.80000001192093,456.699999988079
73,73,123634.09999996424,123786.89999997616,152.80000001192093,123788.69999998808,124095.0,306.30000001192093,459.10000002384186
74,74,124095.19999998808,124248.39999997616,153.19999998807907,124250.39999997616,124560.79999995232,310.39999997615814,463.5999999642372
75,75,124561.0,124705.69999998808,144.69999998807907,124707.0,125004.5,297.5,442.199999988079
